"","pclass","survived","nationality","name","age","fare","cabin","embarked","boat","body","gender"
"555",2,"died","British","Hocking, Mr. Samuel James Metcalfe",36,13,NA,"S",NA,NA,"M"
"556",2,"survived","British","Hocking, Mrs. Elizabeth (Eliza Needs)",54,23,NA,"S","4",NA,"F"
"557",2,"died","British","Hodges, Mr. Henry Price",50,13,NA,"S",NA,149,"M"
"558",1,"survived","American","Hogeboom, Mrs. John C (Anna Andrews)",51,77.9583,"D11","S","10",NA,"F"
"559",2,"died","British","Hold, Mr. Stephen",44,26,NA,"S",NA,NA,"M"
"560",2,"survived","British","Hold, Mrs. Stephen (Annie Margaret Hill)",29,26,NA,"S","10",NA,"F"
"561",3,"died","other","Holm, Mr. John Fredrik Alexander",43,6.45,NA,"S",NA,NA,"M"
"562",3,"died","other","Holthen, Mr. Johan Martin",28,22.525,NA,"S",NA,NA,"M"
"563",1,"died","American","Holverson, Mr. Alexander Oskar",42,52,NA,"S",NA,38,"M"
"564",1,"survived","American","Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35,52,NA,"S","8",NA,"F"
"565",1,"survived","American","Homer, Mr. Harry (""Mr E Haven"")",35,26.55,NA,"C","15",NA,"M"
"566",3,"survived","other","Honkanen, Miss. Eliina",27,7.925,NA,"S",NA,NA,"F"
"567",2,"died","British","Hood, Mr. Ambrose Jr",21,73.5,NA,"S",NA,NA,"M"
"568",3,"died","other","Horgan, Mr. John",NA,7.75,NA,"Q",NA,NA,"M"
"569",2,"survived","other","Hosono, Mr. Masabumi",42,13,NA,"S","10",NA,"M"
"570",3,"survived","British","Howard, Miss. May Elizabeth",NA,8.05,NA,"S","C",NA,"F"
"571",2,"died","British","Howard, Mr. Benjamin",63,26,NA,"S",NA,NA,"M"
"572",2,"died","British","Howard, Mrs. Benjamin (Ellen Truelove Arman)",60,26,NA,"S",NA,NA,"F"
"573",1,"survived","American","Hoyt, Mr. Frederick Maxfield",38,90,"C93","S","D",NA,"M"
"574",1,"died","American","Hoyt, Mr. William Fisher",NA,30.6958,NA,"C","14",NA,"M"
"575",1,"survived","American","Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35,90,"C93","S","D",NA,"F"
"576",3,"died","other","Humblen, Mr. Adolf Mathias Nicolai Olsen",42,7.65,"F G63","S",NA,120,"M"
"577",2,"died","British","Hunt, Mr. George Henry",33,12.275,NA,"S",NA,NA,"M"
"578",3,"survived","British","Hyman, Mr. Abraham",NA,7.8875,NA,"S","C",NA,"M"
"579",3,"died","other","Ibrahim Shawah, Mr. Yousseff",30,7.2292,NA,"C",NA,NA,"M"
"580",1,"survived","other","Icard, Miss. Amelie",38,80,"B28",NA,"6",NA,"F"
"581",2,"survived","other","Ilett, Miss. Bertha",17,10.5,NA,"S",NA,NA,"F"
"582",3,"died","other","Ilieff, Mr. Ylio",NA,7.8958,NA,"S",NA,NA,"M"
"583",3,"died","American","Ilmakangas, Miss. Ida Livija",27,7.925,NA,"S",NA,NA,"F"
"584",3,"died","other","Ilmakangas, Miss. Pieta Sofia",25,7.925,NA,"S",NA,NA,"F"
"585",1,"died","American","Isham, Miss. Ann Elizabeth",50,28.7125,"C49","C",NA,NA,"F"
"586",1,"survived","British","Ismay, Mr. Joseph Bruce",49,0,"B52 B54 B56","S","C",NA,"M"
"587",3,"died","other","Ivanoff, Mr. Kanio",NA,7.8958,NA,"S",NA,NA,"M"
"588",2,"died","British","Jacobsohn, Mr. Sidney Samuel",42,27,NA,"S",NA,NA,"M"
"589",2,"survived","British","Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24,27,NA,"S","12",NA,"F"
"590",3,"survived","other","Jalsevac, Mr. Ivan",29,7.8958,NA,"C","15",NA,"M"
"591",3,"survived","other","Jansson, Mr. Carl Olof",21,7.7958,NA,"S","A",NA,"M"
"592",3,"died","other","Jardin, Mr. Jose Neto",NA,7.05,NA,"S",NA,NA,"M"
"593",2,"died","British","Jarvis, Mr. John Denzil",47,15,NA,"S",NA,NA,"M"
"594",2,"died","other","Jefferys, Mr. Clifford Thomas",24,31.5,NA,"S",NA,NA,"M"
"595",2,"died","other","Jefferys, Mr. Ernest Wilfred",22,31.5,NA,"S",NA,NA,"M"
"596",2,"died","British","Jenkin, Mr. Stephen Curnow",32,10.5,NA,"S",NA,NA,"M"
"597",3,"died","other","Jensen, Mr. Hans Peder",20,7.8542,NA,"S",NA,NA,"M"
"598",3,"died","American","Jensen, Mr. Niels Peder",48,7.8542,NA,"S",NA,NA,"M"
"599",3,"died","other","Jensen, Mr. Svend Lauritz",17,7.0542,NA,"S",NA,NA,"M"
"600",3,"survived","other","Jermyn, Miss. Annie",NA,7.75,NA,"Q","D",NA,"F"
"601",2,"survived","American","Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23,13.7917,"D","C","11",NA,"F"
"602",3,"survived","other","Johannesen-Bratthammer, Mr. Bernt",NA,8.1125,NA,"S","13",NA,"M"
"603",3,"died","other","Johanson, Mr. Jakob Alfred",34,6.4958,NA,"S",NA,143,"M"
"604",3,"survived","other","Johansson Palmquist, Mr. Oskar Leander",26,7.775,NA,"S","15",NA,"M"
"605",3,"died","other","Johansson, Mr. Erik",22,7.7958,NA,"S",NA,156,"M"
"606",3,"died","other","Johansson, Mr. Gustaf Joel",33,8.6542,NA,"S",NA,285,"M"
"607",3,"died","American","Johansson, Mr. Karl Johan",31,7.775,NA,"S",NA,NA,"M"
"608",3,"died","American","Johansson, Mr. Nils",29,7.8542,NA,"S",NA,NA,"M"
"609",3,"survived","other","Johnson, Master. Harold Theodor",4,11.1333,NA,"S","15",NA,"M"
"610",3,"survived","other","Johnson, Miss. Eleanor Ileen",1,11.1333,NA,"S","15",NA,"F"
"611",3,"died","other","Johnson, Mr. Alfred",49,0,NA,"S",NA,NA,"M"
"612",3,"died","American","Johnson, Mr. Malkolm Joackim",33,7.775,NA,"S",NA,37,"M"
"613",3,"died","American","Johnson, Mr. William Cahoone Jr",19,0,NA,"S",NA,NA,"M"
"614",3,"survived","other","Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",27,11.1333,NA,"S","15",NA,"F"
"615",3,"died","British","Johnston, Master. William Arthur ""Willie""",NA,23.45,NA,"S",NA,NA,"M"
"616",3,"died","British","Johnston, Miss. Catherine Helen ""Carrie""",NA,23.45,NA,"S",NA,NA,"F"
"617",3,"died","British","Johnston, Mr. Andrew G",NA,23.45,NA,"S",NA,NA,"M"
"618",3,"died","British","Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",NA,23.45,NA,"S",NA,NA,"F"
"619",1,"died","American","Jones, Mr. Charles Cresson",46,26,NA,"S",NA,80,"M"
"620",3,"died","other","Jonkoff, Mr. Lalio",23,7.8958,NA,"S",NA,NA,"M"
"621",3,"survived","other","Jonsson, Mr. Carl",32,7.8542,NA,"S","15",NA,"M"
"622",3,"died","other","Jonsson, Mr. Nils Hilding",27,7.8542,NA,"S",NA,NA,"M"
"623",1,"died","British","Julian, Mr. Henry Forbes",50,26,"E60","S",NA,NA,"M"
"624",3,"died","other","Jussila, Miss. Katriina",20,9.825,NA,"S",NA,NA,"F"
"625",3,"died","other","Jussila, Miss. Mari Aina",21,9.825,NA,"S",NA,NA,"F"
"626",3,"survived","other","Jussila, Mr. Eiriik",32,7.925,NA,"S","15",NA,"M"
"627",3,"died","other","Kallio, Mr. Nikolai Erland",17,7.125,NA,"S",NA,NA,"M"
"628",3,"died","other","Kalvik, Mr. Johannes Halvorsen",21,8.4333,NA,"S",NA,NA,"M"
"629",2,"died","other","Kantor, Mr. Sinai",34,26,NA,"S",NA,283,"M"
"630",2,"survived","other","Kantor, Mrs. Sinai (Miriam Sternin)",24,26,NA,"S","12",NA,"F"
"631",3,"died","other","Karaic, Mr. Milan",30,7.8958,NA,"S",NA,NA,"M"
"632",3,"survived","other","Karlsson, Mr. Einar Gervasius",21,7.7958,NA,"S","13",NA,"M"
"633",3,"died","other","Karlsson, Mr. Julius Konrad Eugen",33,7.8542,NA,"S",NA,NA,"M"
"634",3,"died","other","Karlsson, Mr. Nils August",22,7.5208,NA,"S",NA,NA,"M"
"635",2,"died","American","Karnes, Mrs. J Frank (Claire Bennett)",22,21,NA,"S",NA,NA,"F"
"636",3,"survived","other","Karun, Miss. Manca",4,13.4167,NA,"C","15",NA,"F"
"637",3,"survived","American","Karun, Mr. Franz",39,13.4167,NA,"C","15",NA,"M"
"638",3,"died","other","Kassem, Mr. Fared",NA,7.2292,NA,"C",NA,NA,"M"
"639",3,"died","other","Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",18.5,7.2292,NA,"C",NA,58,"M"
"640",2,"survived","American","Keane, Miss. Nora A",NA,12.35,"E101","Q","10",NA,"F"
"641",3,"died","other","Keane, Mr. Andrew ""Andy""",NA,7.75,NA,"Q",NA,NA,"M"
"642",2,"died","other","Keane, Mr. Daniel",35,12.35,NA,"Q",NA,NA,"M"
"643",3,"died","American","Keefe, Mr. Arthur",NA,7.25,NA,"S","A",NA,"M"
"644",1,"died","other","Keeping, Mr. Edwin",32.5,211.5,"C132","C",NA,45,"M"
"645",3,"survived","other","Kelly, Miss. Anna Katherine ""Annie Kate""",NA,7.75,NA,"Q","16",NA,"F"
"646",3,"survived","other","Kelly, Miss. Mary",NA,7.75,NA,"Q","D",NA,"F"
"647",3,"died","other","Kelly, Mr. James",44,8.05,NA,"S",NA,NA,"M"
"648",3,"died","British","Kelly, Mr. James",34.5,7.8292,NA,"Q",NA,70,"M"
"649",2,"survived","British","Kelly, Mrs. Florence ""Fannie""",45,13.5,NA,"S","9",NA,"F"
"650",3,"survived","other","Kennedy, Mr. John",NA,7.75,NA,"Q",NA,NA,"M"
"651",1,"died","American","Kent, Mr. Edward Austin",58,29.7,"B37","C",NA,258,"M"
"652",1,"died","American","Kenyon, Mr. Frederick R",41,51.8625,"D21","S",NA,NA,"M"
"653",1,"survived","other","Kenyon, Mrs. Frederick R (Marion)",NA,51.8625,"D21","S","8",NA,"F"
"654",3,"died","other","Khalil, Mr. Betros",NA,14.4542,NA,"C",NA,NA,"M"
"655",3,"died","other","Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",NA,14.4542,NA,"C",NA,NA,"F"
"656",3,"died","American","Kiernan, Mr. John",NA,7.75,NA,"Q",NA,NA,"M"
"657",3,"died","other","Kiernan, Mr. Philip",NA,7.75,NA,"Q",NA,NA,"M"
"658",3,"died","other","Kilgannon, Mr. Thomas J",NA,7.7375,NA,"Q",NA,NA,"M"
"659",1,"survived","American","Kimball, Mr. Edwin Nelson Jr",42,52.5542,"D19","S","5",NA,"M"
"660",1,"survived","American","Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",45,52.5542,"D19","S","5",NA,"F"
"661",3,"survived","other","Kink-Heilmann, Miss. Luise Gretchen",4,22.025,NA,"S","2",NA,"F"
"662",3,"survived","other","Kink-Heilmann, Mr. Anton",29,22.025,NA,"S","2",NA,"M"
"663",3,"survived","other","Kink-Heilmann, Mrs. Anton (Luise Heilmann)",26,22.025,NA,"S","2",NA,"F"
"664",3,"died","other","Kink, Miss. Maria",22,8.6625,NA,"S",NA,NA,"F"
"665",3,"died","other","Kink, Mr. Vincenz",26,8.6625,NA,"S",NA,NA,"M"
"666",2,"died","American","Kirkland, Rev. Charles Leonard",57,12.35,NA,"Q",NA,NA,"M"
"667",1,"died","American","Klaber, Mr. Herman",NA,26.55,"C124","S",NA,NA,"M"
"668",3,"died","other","Klasen, Miss. Gertrud Emilia",1,12.1833,NA,"S",NA,NA,"F"
"669",3,"died","other","Klasen, Mr. Klas Albin",18,7.8542,NA,"S",NA,NA,"M"
"670",3,"died","other","Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",36,12.1833,NA,"S",NA,NA,"F"
"671",2,"died","other","Knight, Mr. Robert J",NA,0,NA,"S",NA,NA,"M"
"672",3,"died","other","Kraeff, Mr. Theodor",NA,7.8958,NA,"C",NA,NA,"M"
"673",3,"survived","other","Krekorian, Mr. Neshan",25,7.2292,"F E57","C","10",NA,"M"
"674",1,"survived","other","Kreuchen, Miss. Emilie",39,211.3375,NA,"S","2",NA,"F"
"675",2,"died","other","Kvillner, Mr. Johan Henrik Johannesson",31,10.5,NA,"S",NA,165,"M"
"676",3,"died","other","Lahoud, Mr. Sarkis",NA,7.225,NA,"C",NA,NA,"M"
"677",2,"died","American","Lahtinen, Mrs. William (Anna Sylfven)",26,26,NA,"S",NA,NA,"F"
"678",2,"died","American","Lahtinen, Rev. William",30,26,NA,"S",NA,NA,"M"
"679",3,"died","other","Laitinen, Miss. Kristina Sofia",37,9.5875,NA,"S",NA,NA,"F"
"680",3,"died","other","Laleff, Mr. Kristo",NA,7.8958,NA,"S",NA,NA,"M"
"681",3,"survived","other","Lam, Mr. Ali",NA,56.4958,NA,"S","C",NA,"M"
"682",3,"died","other","Lam, Mr. Len",NA,56.4958,NA,"S",NA,NA,"M"
"683",2,"died","other","Lamb, Mr. John Joseph",NA,10.7083,NA,"Q",NA,NA,"M"
"684",3,"survived","other","Landergren, Miss. Aurora Adelia",22,7.25,NA,"S","13",NA,"F"
"685",3,"died","other","Lane, Mr. Patrick",NA,7.75,NA,"Q",NA,NA,"M"
"686",3,"survived","other","Lang, Mr. Fang",26,56.4958,NA,"S","14",NA,"M"
"687",2,"survived","other","Laroche, Miss. Louise",1,41.5792,NA,"C","14",NA,"F"
"688",2,"survived","other","Laroche, Miss. Simonne Marie Anne Andree",3,41.5792,NA,"C","14",NA,"F"
"689",2,"died","other","Laroche, Mr. Joseph Philippe Lemercier",25,41.5792,NA,"C",NA,NA,"M"
"690",2,"survived","other","Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22,41.5792,NA,"C","14",NA,"F"
"691",3,"died","other","Larsson-Rondberg, Mr. Edvard A",22,7.775,NA,"S",NA,NA,"M"
"692",3,"died","American","Larsson, Mr. August Viktor",29,9.4833,NA,"S",NA,NA,"M"
"693",3,"died","other","Larsson, Mr. Bengt Edvin",29,7.775,NA,"S",NA,NA,"M"
"694",1,"survived","American","Leader, Dr. Alice (Farnham)",49,25.9292,"D17","S","8",NA,"F"
"695",3,"survived","other","Leeni, Mr. Fahim (""Philip Zenni"")",22,7.225,NA,"C","6",NA,"M"
"696",3,"died","other","Lefebre, Master. Henry Forbes",NA,25.4667,NA,"S",NA,NA,"M"
"697",3,"died","other","Lefebre, Miss. Ida",NA,25.4667,NA,"S",NA,NA,"F"
"698",3,"died","other","Lefebre, Miss. Jeannie",NA,25.4667,NA,"S",NA,NA,"F"
"699",3,"died","other","Lefebre, Miss. Mathilde",NA,25.4667,NA,"S",NA,NA,"F"
"700",3,"died","other","Lefebre, Mrs. Frank (Frances)",NA,25.4667,NA,"S",NA,NA,"F"
"701",2,"survived","other","Lehmann, Miss. Bertha",17,12,NA,"C","12",NA,"F"
"702",3,"died","other","Leinonen, Mr. Antti Gustaf",32,7.925,NA,"S",NA,NA,"M"
"703",2,"survived","British","Leitch, Miss. Jessie Wills",NA,33,NA,"S","11",NA,"F"
"704",3,"died","other","Lemberopolous, Mr. Peter L",34.5,6.4375,NA,"C",NA,196,"M"
"705",2,"survived","American","Lemore, Mrs. (Amelia Milley)",34,10.5,"F33","S","14",NA,"F"
"706",3,"died","other","Lennon, Miss. Mary",NA,15.5,NA,"Q",NA,NA,"F"
"707",3,"died","other","Lennon, Mr. Denis",NA,15.5,NA,"Q",NA,NA,"M"
"708",3,"died","other","Leonard, Mr. Lionel",36,0,NA,"S",NA,NA,"M"
"709",1,"survived","other","LeRoy, Miss. Bertha",30,106.425,NA,"C","2",NA,"F"
"710",3,"died","British","Lester, Mr. James",39,24.15,NA,"S",NA,NA,"M"
"711",1,"survived","other","Lesurer, Mr. Gustave J",35,512.3292,"B101","C","3",NA,"M"
"712",2,"died","other","Levy, Mr. Rene Jacques",36,12.875,"D","C",NA,NA,"M"
"713",1,"died","American","Lewy, Mr. Ervin G",NA,27.7208,NA,"C",NA,NA,"M"
"714",2,"died","British","Leyson, Mr. Robert William Norman",24,10.5,NA,"S",NA,108,"M"
"715",3,"died","other","Lievens, Mr. Rene Aime",24,9.5,NA,"S",NA,NA,"M"
"716",3,"died","other","Lindahl, Miss. Agda Thorilda Viktoria",25,7.775,NA,"S",NA,NA,"F"
"717",3,"died","other","Lindblom, Miss. Augusta Charlotta",45,7.75,NA,"S",NA,NA,"F"
"718",1,"died","other","Lindeberg-Lind, Mr. Erik Gustaf (""Mr Edward Lingrey"")",42,26.55,NA,"S",NA,NA,"M"
"719",3,"died","other","Lindell, Mr. Edvard Bengtsson",36,15.55,NA,"S","A",NA,"M"
"720",3,"died","other","Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",30,15.55,NA,"S","A",NA,"F"
"721",3,"survived","other","Lindqvist, Mr. Eino William",20,7.925,NA,"S","15",NA,"M"
"722",1,"survived","other","Lindstrom, Mrs. Carl Johan (Sigrid Posse)",55,27.7208,NA,"C","6",NA,"F"
"723",3,"died","other","Linehan, Mr. Michael",NA,7.8792,NA,"Q",NA,NA,"M"
"724",1,"survived","other","Lines, Miss. Mary Conover",16,39.4,"D28","S","9",NA,"F"
"725",1,"survived","other","Lines, Mrs. Ernest H (Elizabeth Lindsey James)",51,39.4,"D28","S","9",NA,"F"
"726",3,"died","other","Ling, Mr. Lee",28,56.4958,NA,"S",NA,NA,"M"
"727",2,"died","other","Lingane, Mr. John",61,12.35,NA,"Q",NA,NA,"M"
"728",3,"died","other","Lithman, Mr. Simon",NA,7.55,NA,"S",NA,NA,"M"
"729",3,"died","British","Lobb, Mr. William Arthur",30,16.1,NA,"S",NA,NA,"M"
"730",3,"died","British","Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26,16.1,NA,"S",NA,NA,"F"
"731",3,"died","British","Lockyer, Mr. Edward",NA,7.8792,NA,"S",NA,153,"M"
"732",1,"died","American","Long, Mr. Milton Clyde",29,30,"D6","S",NA,126,"M"
"733",1,"survived","American","Longley, Miss. Gretchen Fiske",21,77.9583,"D9","S","10",NA,"F"
"734",1,"died","American","Loring, Mr. Joseph Holland",30,45.5,NA,"S",NA,NA,"M"
"735",2,"died","British","Louch, Mr. Charles Alexander",50,26,NA,"S",NA,121,"M"
"736",2,"survived","British","Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42,26,NA,"S",NA,NA,"F"
"737",3,"died","British","Lovell, Mr. John Hall (""Henry"")",20.5,7.25,NA,"S",NA,NA,"M"
"738",3,"survived","other","Lulic, Mr. Nikola",27,8.6625,NA,"S","15",NA,"M"
"739",3,"died","other","Lundahl, Mr. Johan Svensson",51,7.0542,NA,"S",NA,NA,"M"
"740",3,"survived","American","Lundin, Miss. Olga Elida",23,7.8542,NA,"S","10",NA,"F"
"741",3,"survived","other","Lundstrom, Mr. Thure Edvin",32,7.5792,NA,"S","15",NA,"M"
"742",1,"survived","other","Lurette, Miss. Elise",58,146.5208,"B80","C",NA,NA,"F"
"743",3,"died","other","Lyntakoff, Mr. Stanko",NA,7.8958,NA,"S",NA,NA,"M"
"744",2,"died","British","Mack, Mrs. (Mary)",57,10.5,"E77","S",NA,52,"F"
"745",3,"died","British","MacKay, Mr. George William",NA,7.55,NA,"S",NA,NA,"M"
"746",3,"survived","other","Madigan, Miss. Margaret ""Maggie""",NA,7.75,NA,"Q","15",NA,"F"
"747",1,"survived","American","Madill, Miss. Georgette Alexandra",15,211.3375,"B5","S","2",NA,"F"
"748",3,"survived","other","Madsen, Mr. Fridtjof Arne",24,7.1417,NA,"S","13",NA,"M"
"749",3,"died","other","Maenpaa, Mr. Matti Alexanteri",22,7.125,NA,"S",NA,NA,"M"
"750",1,"died","American","Maguire, Mr. John Edward",30,26,"C106","S",NA,NA,"M"
"751",3,"died","other","Mahon, Miss. Bridget Delia",NA,7.8792,NA,"Q",NA,NA,"F"
"752",3,"died","other","Mahon, Mr. John",NA,7.75,NA,"Q",NA,NA,"M"
"753",1,"survived","British","Maioni, Miss. Roberta",16,86.5,"B79","S","8",NA,"F"
"754",3,"died","British","Maisner, Mr. Simon",NA,8.05,NA,"S",NA,NA,"M"
"755",3,"died","other","Makinen, Mr. Kalle Edvard",29,7.925,NA,"S",NA,NA,"M"
"756",2,"died","other","Malachard, Mr. Noel",NA,15.0458,"D","C",NA,NA,"M"
"757",2,"survived","other","Mallet, Master. Andre",1,37.0042,NA,"C","10",NA,"M"
"758",2,"died","other","Mallet, Mr. Albert",31,37.0042,NA,"C",NA,NA,"M"
"759",2,"survived","other","Mallet, Mrs. Albert (Antoinette Magnin)",24,37.0042,NA,"C","10",NA,"F"
"760",3,"survived","other","Mamee, Mr. Hanna",NA,7.2292,NA,"C","15",NA,"M"
"761",3,"died","other","Mangan, Miss. Mary",30.5,7.75,NA,"Q",NA,61,"F"
"762",2,"died","American","Mangiavacchi, Mr. Serafino Emilio",NA,15.5792,NA,"C",NA,NA,"M"
"763",3,"survived","other","Mannion, Miss. Margareth",NA,7.7375,NA,"Q","16",NA,"F"
"764",3,"died","other","Mardirosian, Mr. Sarkis",NA,7.2292,"F E46","C",NA,NA,"M"
"765",1,"survived","other","Marechal, Mr. Pierre",NA,29.7,"C47","C","7",NA,"M"
"766",3,"died","other","Markoff, Mr. Marin",35,7.8958,NA,"C",NA,NA,"M"
"767",3,"died","other","Markun, Mr. Johann",33,7.8958,NA,"S",NA,NA,"M"
"768",1,"died","American","Marvin, Mr. Daniel Warner",19,53.1,"D30","S",NA,NA,"M"
"769",1,"survived","American","Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",18,53.1,"D30","S","10",NA,"F"
"770",3,"survived","other","Masselmani, Mrs. Fatima",NA,7.225,NA,"C","C",NA,"F"
"771",3,"died","other","Matinoff, Mr. Nicola",NA,7.8958,NA,"C",NA,NA,"M"
"772",2,"died","British","Matthews, Mr. William John",30,13,NA,"S",NA,NA,"M"
"773",2,"died","British","Maybery, Mr. Frank Hubert",40,16,NA,"S",NA,NA,"M"
"774",1,"survived","other","Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24,49.5042,"C90","C","6",NA,"F"
"775",1,"died","other","McCaffry, Mr. Thomas Francis",46,75.2417,"C6","C",NA,292,"M"
"776",3,"survived","other","McCarthy, Miss. Catherine ""Katie""",NA,7.75,NA,"Q","15 16",NA,"F"
"777",1,"died","American","McCarthy, Mr. Timothy J",54,51.8625,"E46","S",NA,175,"M"
"778",3,"survived","American","McCormack, Mr. Thomas Joseph",NA,7.75,NA,"Q",NA,NA,"M"
"779",3,"survived","other","McCoy, Miss. Agnes",NA,23.25,NA,"Q","16",NA,"F"
"780",3,"survived","other","McCoy, Miss. Alicia",NA,23.25,NA,"Q","16",NA,"F"
"781",3,"survived","other","McCoy, Mr. Bernard",NA,23.25,NA,"Q","16",NA,"M"
"782",2,"died","other","McCrae, Mr. Arthur Gordon",32,13.5,NA,"S",NA,209,"M"
"783",2,"died","other","McCrie, Mr. James Matthew",30,13,NA,"S",NA,NA,"M"
"784",3,"survived","other","McDermott, Miss. Brigdet Delia",NA,7.7875,NA,"Q","13",NA,"F"
"785",3,"died","other","McEvoy, Mr. Michael",NA,15.5,NA,"Q",NA,NA,"M"
"786",1,"survived","American","McGough, Mr. James Robert",36,26.2875,"E25","S","7",NA,"M"
"787",3,"survived","other","McGovern, Miss. Mary",NA,7.8792,NA,"Q","13",NA,"F"
"788",3,"survived","other","McGowan, Miss. Anna ""Annie""",15,8.0292,NA,"Q",NA,NA,"F"
"789",3,"died","other","McGowan, Miss. Katherine",35,7.75,NA,"Q",NA,NA,"F"
"790",2,"died","other","McKane, Mr. Peter David",46,26,NA,"S",NA,NA,"M"
"791",3,"died","other","McMahon, Mr. Martin",NA,7.75,NA,"Q",NA,NA,"M"
"792",3,"died","British","McNamee, Mr. Neal",24,16.1,NA,"S",NA,NA,"M"
"793",3,"died","British","McNamee, Mrs. Neal (Eileen O'Leary)",19,16.1,NA,"S",NA,53,"F"
"794",3,"died","other","McNeill, Miss. Bridget",NA,7.75,NA,"Q",NA,NA,"F"
"795",3,"died","British","Meanwell, Miss. (Marion Ogden)",NA,8.05,NA,"S",NA,NA,"F"
"796",3,"died","other","Meek, Mrs. Thomas (Annie Louise Rowley)",NA,8.05,NA,"S",NA,NA,"F"
"797",2,"survived","British","Mellinger, Miss. Madeleine Violet",13,19.5,NA,"S","14",NA,"F"
"798",2,"survived","British","Mellinger, Mrs. (Elizabeth Anne Maidment)",41,19.5,NA,"S","14",NA,"F"
"799",2,"survived","British","Mellors, Mr. William John",19,10.5,NA,"S","B",NA,"M"
"800",3,"died","British","Meo, Mr. Alfonzo",55.5,8.05,NA,"S",NA,201,"M"
"801",3,"died","other","Mernagh, Mr. Robert",NA,7.75,NA,"Q",NA,NA,"M"
"802",2,"died","British","Meyer, Mr. August",39,13,NA,"S",NA,NA,"M"
"803",1,"died","American","Meyer, Mr. Edgar Joseph",28,82.1708,NA,"C",NA,NA,"M"
"804",1,"survived","American","Meyer, Mrs. Edgar Joseph (Leila Saks)",NA,82.1708,NA,"C","6",NA,"F"
"805",3,"survived","other","Midtsjo, Mr. Karl Albert",21,7.775,NA,"S","15",NA,"M"
"806",3,"died","British","Miles, Mr. Frank",NA,8.05,NA,"S",NA,NA,"M"
"807",1,"died","American","Millet, Mr. Francis Davis",65,26.55,"E38","S",NA,249,"M"
"808",2,"died","other","Milling, Mr. Jacob Christian",48,13,NA,"S",NA,271,"M"
"809",1,"died","American","Minahan, Dr. William Edward",44,90,"C78","Q",NA,230,"M"
"810",1,"survived","American","Minahan, Miss. Daisy E",33,90,"C78","Q","14",NA,"F"
"811",1,"survived","American","Minahan, Mrs. William Edward (Lillian E Thorpe)",37,90,"C78","Q","14",NA,"F"
"812",3,"died","other","Mineff, Mr. Ivan",24,7.8958,NA,"S",NA,NA,"M"
"813",3,"died","other","Minkoff, Mr. Lazar",21,7.8958,NA,"S",NA,NA,"M"
"814",3,"died","other","Mionoff, Mr. Stoytcho",28,7.8958,NA,"S",NA,NA,"M"
"815",2,"died","other","Mitchell, Mr. Henry Michael",70,10.5,NA,"S",NA,NA,"M"
"816",3,"died","other","Mitkoff, Mr. Mito",NA,7.8958,NA,"S",NA,NA,"M"
"817",1,"survived","American","Mock, Mr. Philipp Edmund",30,57.75,"C78","C","11",NA,"M"
"818",3,"survived","other","Mockler, Miss. Helen Mary ""Ellie""",NA,7.8792,NA,"Q","16",NA,"F"
"819",3,"died","other","Moen, Mr. Sigurd Hansen",25,7.65,"F G73","S",NA,309,"M"
"820",1,"died","other","Molson, Mr. Harry Markland",55,30.5,"C30","S",NA,NA,"M"
"821",2,"died","British","Montvila, Rev. Juozas",27,13,NA,"S",NA,NA,"M"
"822",3,"survived","other","Moor, Master. Meier",6,12.475,"E121","S","14",NA,"M"
"823",3,"survived","other","Moor, Mrs. (Beila)",27,12.475,"E121","S","14",NA,"F"
"824",1,"died","American","Moore, Mr. Clarence Bloomfield",47,42.4,NA,"S",NA,NA,"M"
"825",3,"died","American","Moore, Mr. Leonard Charles",NA,8.05,NA,"S",NA,NA,"M"
"826",3,"survived","other","Moran, Miss. Bertha",NA,24.15,NA,"Q","16",NA,"F"
"827",3,"died","other","Moran, Mr. Daniel J",NA,24.15,NA,"Q",NA,NA,"M"
"828",3,"died","other","Moran, Mr. James",NA,8.4583,NA,"Q",NA,NA,"M"
"829",2,"died","American","Moraweck, Dr. Ernest",54,14,NA,"S",NA,NA,"M"
"830",2,"died","British","Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39,26,NA,"S",NA,NA,"M"
"831",3,"died","British","Morley, Mr. William",34,8.05,NA,"S",NA,NA,"M"
